kic,prot,teff
9758864,60.044,3484
9760640,17.101,4063
9761113,0.684,3326
9761158,38.577,4111
9761167,31.009,4191
9763726,11.006,4326
9763786,43.023,3358
9765035,31.051,4358
9765275,17.766,4348
9766587,24.674,4310
9767253,34.047,3972
9767524,26.017,4156
9771526,33.216,4198
9771663,22.998,3810
9771718,40.998,4256
9772725,13.354,3819
9773450,31.021,4091
9774141,22.187,3998
9774285,23.337,3998
9775786,37.563,3970
9775844,39.256,4229
9776935,27.698,3550
9778224,37.448,4354
9778654,31.116,4231
9778839,29.013,4118
9779575,27.251,4101
9782740,15.229,4090
9783270,26.53,4234
9785648,31.458,3568
9786877,11.17,3567
9787380,23.001,4341
9789630,36.05,4189
9789699,34.413,4251
9790574,19.958,4033
9790889,31.181,3748
9791707,12.548,4330
9812640,26.886,4103
9812929,26.065,3555
9813003,24.468,3829
9813390,0.304,4211
9815309,12.012,4165
9815529,35.096,4300
9818003,18.976,3749
9818472,26.791,3556
9818820,30.851,4213
9820789,4.636,4286
9821105,21.045,4213
9821238,31.032,4154
9821545,13.69,4081
9821847,35.331,4318
9823549,40.971,4264
9823597,30.976,4308
9824038,34.916,4081
9824914,32.92,4205
9825237,42.579,3584
9827048,26.821,3956
9827393,25.884,4283
9827544,11.257,4100
9828138,35.79,4369
9828292,9.699,3766
9832420,35.085,3962
9833329,36.975,3689
9834661,28.048,3832
9834837,27.102,4034
9836261,15.271,4104
9838213,20.938,3837
9838643,19.063,4350
9839824,12.589,4084
9840227,34.331,3986
9842972,38.589,4310
9843211,29.609,4098
9846631,14.869,4323
9848077,28.025,4300
9848792,21.294,3525
9848932,34.59,3542
9850346,18.319,4379
9872434,30.914,4319
9873729,19.022,3764
9874206,29.587,4247
9879930,30.263,3422
9880751,12.979,4361
9882247,28.635,4201
9882303,29.528,3911
9882703,13.826,4136
9883594,13.404,4404
9884284,33.261,4106
9885607,24.913,4314
9885985,37.753,3762
9887238,12.735,4194
9887831,32.316,4216
9895121,23.405,4215
9896492,13.307,4283
9897830,32.311,4250
9897922,16.73,3959
9898046,14.799,3886
9898405,20.53,4385
9898639,41.656,3621
9899670,15.086,4143
9899874,19.25,4197
9899900,32.391,3565
9903125,15.281,4304
9903203,16.607,4165
9903540,45.952,4225
9903613,13.84,3755
9903965,43.869,3492
9904420,33.104,4271
9905279,11.982,4193
9905966,27.271,4119
9907450,38.158,3491
9908153,37.649,4306
9909232,27.437,4329
9910083,28.792,4133
9912689,15.544,3995
9913134,27.114,4307
9933305,35.543,3811
9933464,1.226,3315
9933507,24.339,4070
9934865,19.501,3550
9935092,22.547,4365
9935454,37.096,4049
9935558,51.264,3460
9935739,43.125,3368
9936389,29.067,4213
9940621,13.297,4259
9940808,35.921,4307
9941061,21.464,3461
9941508,17.902,4352
9941632,24.239,3855
9941718,3.703,3523
9941815,40.219,4215
9942242,49.917,3339
9942695,17.953,3578
9943450,10.76,4357
9943650,32.153,4301
9944770,29.049,3685
9945070,28.891,4107
9945771,2.687,3798
9946811,26.371,3686
9947668,38.952,4359
9954054,22.113,4312
9955316,35.78,3682
9956856,45.238,4112
9958806,21.003,4124
9959966,18.046,4065
9963678,18.83,4250
9963819,41.477,3475
9964354,20.701,4321
9964662,13.526,4289
9964925,18.435,4304
9968101,16.479,4358
9969084,41.699,4154
9969188,20.647,4121
9970700,11.144,4318
9971018,27.934,4217
9971294,23.912,4316
9971549,17.098,4359
9972195,27.478,4363
9972576,17.758,4322
9991488,22.084,3403
9991565,14.755,3856
9992083,0.424,3759
9992904,12.317,4172
9993806,14.924,3907
9994229,5.536,4335
9994237,28.003,3977
9996468,41.879,4201
9996478,21.662,4312
10000500,31.746,4262
10000939,29.461,4246
10001313,17.475,4326
10002792,1.165,4334
10004510,1.373,4341
10005439,46.433,4264
10005609,21.55,4349
10010283,13.855,3953
10011038,22.23,4363
10014945,19.505,4338
10015438,12.357,4235
10015686,36.382,4382
10016262,20.893,3960
10017047,34.77,3989
10018202,43.451,3939
10018866,27.727,3922
10019022,14.932,4336
10019818,24.509,4070
10020291,54.624,3515
10023645,15.02,4140
10025122,13.832,4150
10026178,32.287,4375
10026881,14.346,4040
10032631,14.349,3952
10033242,19.625,3994
10033366,26.333,4367
10033833,33.707,4083
10034864,29.029,4246
10035558,41.941,4166
10054414,4.514,4368
10055337,8.901,3985
10056245,19.067,3763
10057537,37.0,3389
10058570,28.272,4364
10059186,24.22,4400
10059199,26.039,4105
10059380,22.499,3994
10063343,0.337,3976
10063898,38.291,4142
10064857,37.303,4382
10065092,23.462,3903
10065158,19.567,4364
10065745,2.08,3413
10067340,5.636,3400
10068906,15.697,3929
10070247,7.427,4348
10074020,27.266,4205
10079354,39.082,3944
10080455,28.342,4324
10081040,5.972,3621
10081136,32.592,4294
10081256,15.642,4103
10081534,27.643,4298
10081703,13.609,4103
10081899,28.712,3442
10082058,40.471,3748
10082082,19.415,3553
10083021,12.031,4377
10083675,13.046,4262
10086883,34.293,4194
10087130,12.304,3880
10087978,14.894,4321
10090075,29.02,4277
10091404,25.975,3767
10091786,13.63,3528
10092245,14.496,4307
10093782,18.783,4307
10093963,28.827,3692
10093991,42.117,4114
10094872,21.772,3923
10095901,33.786,3800
10096977,11.252,3527
10097880,27.551,3929
10098540,15.781,4224
10098969,32.03,4123
10099790,17.957,3626
10118339,42.346,3518
10118672,16.238,4005
10118677,22.371,3953
10119326,20.837,3499
10120460,14.853,4285
10121004,41.209,3610
10121750,12.489,4298
10123950,28.352,4132
10124435,20.655,3721
10128261,29.648,3755
10128760,16.72,3437
10129425,22.928,3940
10130243,26.892,4092
10130595,21.757,3672
10130646,43.495,3656
10130902,20.473,4200
10131950,2.076,3322
10132365,28.828,4163
10134498,10.839,4195
10134584,15.702,4289
10135207,22.893,4087
10139216,20.909,4049
10139448,22.759,4184
10140708,18.791,3957
10145950,38.026,3611
10146539,5.167,3369
10146769,21.197,4223
10149096,17.043,4032
10149299,21.356,4385
10153478,26.308,4358
10155288,43.432,4171
10155427,25.997,4251
10158021,16.927,3880
10158204,38.532,3968
10160727,17.167,3943
10162201,19.279,3694
10163066,25.819,4350
10163894,40.153,3554
10164899,35.919,4260
10165815,19.872,3666
10166321,26.225,3928
10185748,47.694,3523
10185859,24.209,3775
10185979,20.408,3672
10186745,18.043,4299
10187248,35.601,3689
10188460,13.803,3781
10188654,17.248,3916
10189082,36.536,4193
10190048,13.745,4108
10195818,45.098,3570
10196291,29.913,4110
10196314,24.518,4312
10196473,19.876,4304
10196750,4.059,4389
10196885,29.766,3431
10197588,15.301,4085
10197875,28.08,3729
10197916,22.079,3739
10197929,23.431,4151
10199556,22.509,3967
10199564,20.978,4127
10199844,30.863,3865
10202707,32.047,4310
10203098,20.096,4335
10203345,14.262,3845
10203442,14.554,3981
10206134,13.635,4161
10206793,41.553,3442
10213932,30.994,3773
10214368,14.067,4080
10214481,39.905,3973
10215254,35.083,3749
10219019,17.344,3704
10219581,18.656,4306
10220082,12.379,4236
10220322,33.93,3935
10220724,26.439,4316
10222042,30.428,4315
10223447,19.013,3485
10224595,56.53,3528
10224611,33.113,3516
10224804,16.132,3608
10226498,26.926,4126
10228045,35.851,3981
10229227,20.689,4368
10230168,28.434,4294
10232332,11.831,4321
10251684,37.486,4230
10252023,33.088,3807
10253648,25.099,4394
10253829,33.54,3783
10253901,42.848,3466
10254433,41.889,4289
10255180,23.246,3920
10255692,21.588,3645
10256023,20.887,4254
10257213,17.482,4191
10257531,30.296,4274
10258126,52.153,3303
10258346,29.589,3600
10259154,15.452,3911
10259462,23.859,4358
10262367,23.942,3982
10262494,27.071,3657
10262694,22.527,4316
10263037,38.342,3755
10263062,26.356,4123
10266175,44.731,3349
10266895,26.853,3592
10267392,29.835,3929
10267577,20.615,3748
10267590,15.116,3790
10268613,31.253,4260
10268893,36.523,3557
10268999,41.266,4279
10269282,19.102,4322
10269616,43.35,3341
10272403,36.607,4151
10273194,47.495,3418
10273332,22.603,4274
10274615,23.182,4083
10274993,1.295,4130
10285497,33.345,4067
10285642,31.091,3542
10289424,29.36,4264
10289442,16.387,3764
10289679,31.033,3639
10293445,37.769,3391
10294074,20.724,3629
10296031,44.111,3649
10296831,53.439,3355
10297486,23.393,4089
10298103,26.749,3866
10317398,1.741,4388
10318969,44.593,4095
10320552,11.549,3993
10320656,19.108,3757
10321259,36.694,4311
10321261,31.622,4129
10321766,39.424,3403
10322177,42.959,3447
10322554,35.106,3649
10323663,21.69,4372
10323994,22.386,3937
10324132,19.115,4389
10324374,33.119,3804
10324764,33.519,4370
10328699,28.678,4179
10328828,17.982,4395
10328903,19.793,3670
10329669,34.177,4186
10330156,32.939,4385
10330818,8.544,4344
10331532,30.625,3852
10332324,19.774,4300
10332732,3.492,3311
10332851,16.604,4115
10333486,46.68,3757
10334540,22.259,4318
10336624,33.337,3541
10338378,37.228,4358
10338880,30.738,3692
10339097,38.966,4083
10339982,36.517,4094
10346211,11.91,4335
10346931,23.886,3801
10350965,16.806,3901
10350972,17.876,4269
10351951,42.535,3549
10355509,13.587,3912
10357493,44.116,4154
10359854,13.517,3924
10360179,38.922,4146
10382531,14.333,4260
10382584,33.138,3841
10382912,16.707,4255
10384198,20.06,4142
10384891,0.413,3759
10385298,16.729,4330
10387256,41.571,3860
10387538,28.783,4342
10387586,15.088,3971
10387746,19.884,3522
10388259,44.251,3312
10388283,38.849,3389
10388451,42.607,3760
10388604,43.451,3472
10389143,36.615,4063
10394504,35.526,3942
10394936,30.433,4189
10395165,35.121,4099
10395312,20.123,3549
10395858,16.246,3938
10396034,14.304,4064
10396063,29.067,4312
10396202,21.525,4172
10396350,31.65,4293
10397669,36.446,4023
10397969,16.332,3801
10398397,25.308,4162
10398659,24.791,3537
10404108,13.745,3953
10404212,37.78,4173
10404538,22.241,4058
10404696,44.713,3747
10405926,34.543,4303
10406791,32.257,3744
10406828,20.901,3557
10411437,38.225,3861
10412044,1.402,3645
10420508,35.51,3500
10421734,44.233,4259
10422607,37.081,3970
10423465,27.419,4334
10424420,26.437,4132
10424656,14.936,3756
10425412,38.682,3580
10425638,38.667,4084
10426116,41.289,3462
10426705,33.413,4028
10426739,18.688,4129
10427308,20.23,3671
10447526,23.962,4325
10448236,42.674,3753
10448377,2.19,3717
10448490,14.962,4129
10449542,3.915,4351
10450110,28.0,4030
10450599,15.661,4403
10450731,19.772,4045
10450889,22.921,3901
10451045,28.924,4217
10454036,41.593,3738
10454713,12.981,4311
10455009,34.685,3284
10459632,23.378,3440
10461831,49.225,3372
10462363,39.494,4335
10463840,26.643,4021
10464657,22.523,4109
10467986,20.193,4085
10468547,9.735,4317
10468871,41.714,3487
10469305,39.28,3736
10471674,36.998,4286
10471681,43.956,3532
10471832,31.997,4045
10471844,32.63,4361
10471960,7.279,3612
10472574,13.016,4278
10472670,35.798,4184
10480233,17.617,4350
10482401,29.854,4120
10482602,34.925,3645
10482690,39.385,4299
10483810,30.862,3627
10485584,51.868,3771
10485605,42.86,4159
10485913,25.097,3859
10490027,38.717,3849
10491684,24.214,3813
10492130,41.374,4043
10513641,2.628,4185
10515276,29.435,3750
10515986,0.75,3402
10516011,29.689,4322
10516213,33.524,3555
10518575,7.034,4318
10518758,25.5,3847
10519040,31.541,3671
10521200,29.154,4225
10525990,15.431,3779
10526036,45.557,4357
10526289,17.113,4228
10526369,19.616,3808
10526849,20.733,4122
10527947,44.506,3730
10528584,19.352,4288
10529055,38.676,4285
10529541,15.834,3904
10529644,36.181,4348
10529777,23.311,4071
10532450,28.324,3662
10533168,16.446,4305
10533400,14.417,4159
10533542,29.885,4183
10534056,42.136,4165
10534728,24.234,4107
10534762,29.967,3707
10535074,21.319,3735
10535592,16.968,3934
10535858,17.384,3620
10535886,33.638,3886
10536761,5.617,3460
10537965,21.249,4038
10538735,31.66,4074
10539235,24.557,4130
10545372,16.053,3798
10545803,42.41,4309
10548508,9.26,3321
10548640,0.97,3564
10549100,17.485,3780
10550692,13.562,4291
10552016,16.039,3848
10552504,35.129,4310
10553513,0.258,3473
10553852,4.091,4179
10554222,30.821,3545
10556001,20.113,4220
10556201,18.466,4300
10578030,13.26,4309
10578167,32.412,4073
10578371,15.845,4318
10579525,25.573,3901
10579570,17.546,3992
10579775,13.372,4336
10580086,19.437,3960
10580447,31.323,3897
10580888,20.809,4257
10581333,11.929,4196
10581506,33.436,4344
10581640,13.188,3874
10582096,34.582,3781
10582513,35.619,3436
10582957,40.317,4258
10583032,13.26,4192
10583486,17.183,4337
10584063,1.602,3312
10585782,45.22,3295
10586604,20.401,3644
10586780,44.801,3442
10587070,21.266,3457
10587237,0.964,3974
10590040,10.915,4348
10590402,30.964,4130
10590538,20.035,3940
10591489,43.943,4304
10591574,32.422,4298
10591578,28.016,4290
10592081,16.619,4302
10592495,22.683,4102
10593110,14.444,4191
10593680,38.261,4205
10593952,35.341,4321
10594094,15.445,4298
10596669,45.203,4371
10597460,40.087,4068
10598352,35.301,3493
10598354,20.263,4103
10599832,23.291,4203
10602100,24.212,4343
10602294,41.804,3769
10603046,27.519,3825
10603357,16.961,4086
10604324,15.99,4212
10609890,21.462,4332
10610121,20.234,4284
10610566,17.379,4358
10611342,31.648,3493
10612424,36.064,3543
10612448,20.265,3755
10612666,16.132,4057
10614174,17.261,4303
10614833,18.167,3680
10615211,44.717,3548
10617289,26.571,4079
10618510,32.746,3745
10618797,32.979,4171
10618904,33.694,3489
10618962,16.3,3711
10619822,17.252,4335
10620838,21.201,4283
10622558,9.765,4361
10644236,17.405,4176
10644522,17.407,3709
10644691,30.561,4164
10644846,29.278,4322
10646091,25.161,4065
10647444,19.365,4232
10647812,16.586,4208
10648902,48.249,3306
10651322,15.963,4177
10651636,11.949,4271
10656438,26.609,4198
10657441,10.618,4385
10657825,24.533,3374
10658494,11.367,4166
10658777,19.955,4274
10658833,29.141,4168
10659317,26.479,3966
10659585,25.462,3656
10661913,16.92,4084
10663508,15.09,4130
10664152,14.316,4202
10664441,33.665,3474
10665178,2.43,4246
10665436,37.291,3701
10666557,35.878,4120
10666676,16.308,4239
10666889,19.852,4358
10666943,43.741,3791
10667773,11.945,4294
10667919,26.197,4333
10668098,18.454,3822
10670791,12.91,4097
10676126,24.266,3623
10677397,7.794,3388
10678220,28.127,4304
10678865,14.868,4162
10679030,10.782,4269
10679746,42.079,4137
10680198,22.996,4047
10682280,12.396,4301
10682835,15.103,4050
10684175,34.219,4130
10684456,13.101,4080
10685144,29.832,4230
10685528,21.053,4311
10686479,26.398,4138
10686865,13.196,3903
10709584,14.859,4099
10709619,36.992,3282
10710097,25.133,4256
10710333,26.676,4278
10710452,34.295,4099
10710753,0.652,3987
10711897,17.918,3808
10712063,13.052,4060
10712311,26.853,4386
10712631,14.933,4312
10713157,28.996,3761
10714551,23.601,4214
10716868,18.27,3990
10717591,42.165,4229
10718806,16.551,3740
10718967,27.493,4123
10721527,13.737,4090
10721728,20.701,4297
10721949,17.68,4262
10721967,42.541,4280
10723056,28.139,4227
10724336,43.454,3402
10727884,30.017,3713
10729668,28.184,4324
10729684,39.815,3435
10729809,29.391,4302
10730818,20.858,4078
10731229,26.24,3949
10731839,46.115,3246
10732063,50.399,3322
10732223,12.095,4363
10733307,42.005,3530
10733308,28.199,3944
10734057,27.694,3740
10734062,13.614,4273
10734069,13.089,4121
10734773,15.431,4257
10735967,11.447,4297
10736497,12.415,4306
10744685,30.094,4255
10747553,41.92,3951
10749237,25.501,4282
10749472,38.447,4354
10749536,27.942,3678
10750222,11.414,4299
10750514,31.782,3926
10752773,17.684,3911
10753394,32.143,4323
10753707,28.238,4257
10775543,14.917,3884
10776918,5.388,4399
10777410,36.122,3365
10777448,41.15,3980
10778814,31.773,4356
10779140,14.009,4073
10779603,26.118,3725
10782350,30.366,4056
10783861,12.732,4398
10784067,42.85,3692
10784408,38.446,4169
10785374,14.378,4109
10788399,16.529,4339
10789552,35.824,3750
10789903,35.688,3723
10790450,13.823,4300
10790693,33.641,3819
10790812,1.066,3877
10790838,0.828,3567
10793290,22.64,4276
10793620,42.86,4186
10793723,29.217,4218
10793731,17.631,4224
10793757,29.46,3562
10793870,30.249,4252
10795891,54.831,3401
10796551,15.999,3862
10796933,18.448,4286
10797218,39.641,4377
10797617,9.328,4365
10797986,34.534,3946
10798256,26.092,3975
10798521,42.935,3609
10798990,17.341,3973
10800271,15.495,4137
10800330,18.491,3556
10800573,29.36,4302
10801273,29.23,3981
10801782,30.614,4336
10803272,19.974,3822
10803430,20.038,3844
10808643,29.403,4130
10809258,25.912,3854
10809344,38.987,3879
10812541,3.946,4043
10813885,42.66,4297
10816086,25.604,4121
10816687,17.646,3916
10842952,26.929,4079
10843322,39.282,3487
10843566,21.724,3963
10843577,21.387,4174
10843983,20.684,4306
10844329,28.097,3977
10844360,43.504,3499
10844433,47.366,4124
10845122,15.966,4225
10845211,21.644,4118
10845569,27.797,4124
10849430,45.185,3932
10849494,31.976,4120
10850139,24.371,3850
10850518,20.476,3761
10853806,28.309,3879
10854980,34.21,4134
10857583,10.968,3574
10858600,28.453,3932
10859120,12.306,4384
10861090,20.45,3491
10862350,23.809,4272
10862550,31.827,3542
10863494,13.961,3824
10864355,28.649,3916
10866057,27.442,3951
10873536,15.256,4316
10875065,36.625,4113
10875980,27.564,4162
10876913,38.631,3924
10877230,45.36,4099
10877239,15.94,3973
10879154,36.209,4311
10880514,34.906,3315
10880655,38.027,3508
10903090,16.72,4350
10904398,16.363,4205
10904621,18.235,3568
10905105,27.663,3485
10905272,27.915,4160
10907135,26.701,4356
10907400,41.163,3312
10907415,40.355,3328
10907775,27.134,4297
10909109,15.736,3668
10909144,30.216,3799
10909367,2.979,3804
10910790,25.435,4093
10913610,25.086,4262
10913916,28.002,4360
10914307,38.68,3671
10916996,41.811,4228
10917536,45.202,3439
10917845,31.224,4111
10918016,1.046,4097
10919037,17.805,3877
10919524,20.968,4361
10920281,2.423,3701
10922569,19.641,3799
10924611,31.251,4359
10931757,32.274,4066
10932301,33.746,4288
10933281,45.109,4356
10934587,39.599,3648
10935822,15.79,4115
10935928,14.34,4290
10936272,21.176,4371
10958657,37.71,4307
10959566,31.243,3625
10960118,19.033,3805
10960296,19.663,3647
10960488,25.161,3970
10960624,17.952,4294
10960823,12.166,3556
10960942,17.874,4360
10961247,26.967,3720
10963429,20.438,3545
10964309,20.144,4187
10965610,35.585,4065
10965841,22.844,4203
10966172,28.454,3401
10966394,36.214,3864
10966675,40.117,4117
10966772,38.109,3970
10972678,37.072,4247
10973157,23.2,4091
10973447,46.432,3514
10974344,30.184,4165
10975238,1.951,3795
10975346,12.712,4069
10975568,45.397,3746
10976637,26.27,4347
10976641,17.591,4224
10977458,17.904,4275
10977498,38.792,3884
10977750,23.036,4194
10978283,17.91,4258
10979521,14.86,3987
10979653,15.892,4197
10979969,10.389,4375
10983635,22.877,4182
10989051,18.277,4084
10991555,1.089,4090
10991774,10.459,4315
10992809,53.669,3403
11013072,38.419,3538
11013096,17.435,3592
11015032,27.453,3867
11015175,24.557,3370
11016918,23.705,4109
11017334,50.794,4360
11017355,49.664,3327
11018164,17.354,4072
11018537,26.113,3852
11019353,14.724,4085
11019570,30.2,4126
11020073,41.266,4352
11020579,36.789,4139
11020631,35.043,4206
11025770,41.531,3280
11025991,19.833,4357
11026183,14.502,3932
11026373,44.147,4400
11026645,14.761,3877
11026914,31.168,4337
11027361,34.836,3753
11027724,38.004,4323
11027832,39.962,4088
11027877,61.221,3257
11028123,33.58,3532
11028184,50.543,3540
11028964,24.353,4353
11029233,15.943,3761
11031515,23.911,3778
11031702,13.462,4203
11031746,1.214,3491
11032019,15.726,4108
11032573,22.962,4346
11033205,2.125,4101
11033283,21.634,4393
11036239,35.205,3821
11036362,29.975,4089
11036460,37.716,4222
11036614,19.209,4396
11036694,25.394,4102
11036956,33.574,3606
11037498,10.526,3970
11037935,28.093,4301
11038446,15.797,4359
11042875,14.203,3879
11043244,25.894,3859
11043446,18.854,4223
11043484,33.002,3921
11043742,14.603,3995
11044055,16.178,4212
11044179,20.872,4327
11045074,33.859,4168
11046072,26.98,3898
11046698,21.221,3807
11067767,32.423,4207
11067941,42.255,3429
11068944,16.979,4219
11069034,15.727,3330
11069344,32.436,3476
11070966,33.214,3574
11071041,18.59,3580
11073120,20.214,3469
11074619,11.805,4279
11075006,17.315,3976
11075611,47.34,3408
11075709,42.387,3445
11076292,32.745,4391
11080489,1.012,4203
11081359,17.866,3683
11081377,9.812,3905
11081855,42.973,3936
11083496,24.311,4283
11083500,14.927,3894
11083532,30.542,4165
11084203,21.548,4391
11085850,35.035,3878
11086755,44.819,3632
11087095,0.78,4109
11087174,13.459,4326
11087527,0.413,4303
11087984,10.779,4362
11088118,12.554,4062
11088236,33.337,4078
11090286,12.225,4222
11091336,1.197,3644
11092783,2.893,3900
11093009,31.26,3921
11098113,34.604,3404
11121713,18.775,4160
11124072,24.604,3655
11124116,16.805,3958
11124167,23.808,4315
11124523,36.694,3613
11124905,37.501,3899
11127082,22.68,3608
11127499,22.644,4007
11128262,21.462,3921
11128414,27.754,4348
11129075,28.237,3811
11129145,23.322,4270
11129407,37.391,4296
11132999,13.296,4052
11133900,1.398,4359
11134691,26.86,4274
11136173,15.067,4116
11136417,20.567,4317
11137471,38.453,4209
11137723,5.964,3271
11137924,49.876,3691
11138598,16.405,4136
11140792,17.5,3522
11141391,38.989,4118
11145556,17.275,3994
11145763,39.754,4388
11145819,4.33,3510
11147271,1.884,3325
11147524,22.17,3975
11147603,25.107,4367
11152189,36.127,3805
11152491,10.679,4233
11152969,34.25,4402
11175768,18.503,4309
11179952,19.118,4215
11180776,13.574,3829
11181126,35.998,3847
11181266,37.256,4170
11181281,20.892,4300
11182890,35.054,4209
11183071,36.479,4360
11187207,42.366,3584
11188196,38.344,3890
11188530,23.0,4168
11188956,22.106,4017
11189348,34.197,3779
11190294,40.162,4012
11190974,13.84,3990
11191732,28.104,4356
11193024,39.557,4063
11193890,27.365,3733
11193894,28.774,4142
11196403,3.613,3997
11197060,38.333,4090
11197834,18.202,4253
11198234,19.93,4302
11198419,11.529,3827
11200069,39.427,3548
11205211,13.89,4167
11205518,20.793,3793
11229059,13.976,4198
11229244,38.583,3652
11231086,46.714,3993
11231665,19.424,4234
11233004,23.47,3810
11233523,37.502,4175
11233983,14.77,4166
11234537,9.997,4345
11235820,18.278,4189
11235958,34.007,3939
11236224,17.145,3975
11237304,16.317,3679
11237492,21.349,4003
11240908,1.148,4301
11240969,43.115,3517
11241109,54.539,3394
11241120,45.945,4106
11241179,27.571,3810
11241294,13.633,4185
11242680,27.37,4141
11242724,39.458,3767
11243385,26.498,4001
11243831,14.46,3890
11244150,8.989,3738
11245261,40.106,3569
11246355,39.951,3889
11250167,25.215,3911
11251458,14.563,3624
11251525,20.324,3522
11251960,42.267,4170
11254493,18.555,3809
11255787,15.341,4183
11283677,15.375,4224
11283760,33.517,4223
11284276,21.231,4404
11284843,35.196,4026
11284885,15.83,4105
11285727,39.991,3685
11287871,19.766,4339
11288509,19.824,3587
11289422,16.439,3795
11295840,26.127,4107
11296078,52.157,3432
11296117,11.924,4224
11297141,45.606,3482
11298135,60.637,3403
11299203,23.293,4302
11299675,1.116,4388
11299900,19.707,3867
11303706,44.369,3492
11305240,19.353,3797
11305274,37.164,3645
11305432,21.653,3502
11306374,29.198,4397
11306960,38.247,4254
11308216,27.018,4135
11309213,31.441,3619
11338766,13.303,4219
11340510,14.665,3836
11340585,12.37,4098
11340906,26.396,4120
11340991,16.241,3666
11342463,22.355,4035
11343182,16.677,4059
11347963,41.316,3623
11348043,27.697,4252
11348108,13.033,4106
11349556,14.386,3647
11350063,2.102,3419
11350350,1.79,4092
11350487,14.143,4319
11350555,17.231,3663
11352541,38.697,3803
11352546,33.479,4205
11352549,36.5,4204
11352859,23.868,4161
11353370,27.739,4310
11356900,31.242,3912
11357674,23.275,4324
11357898,28.546,4160
11358095,10.646,4312
11359869,14.17,3893
11360739,45.358,3587
11362817,31.09,4159
11389341,36.154,3621
11389563,18.366,3566
11390491,27.276,4383
11390683,19.891,3769
11390947,25.688,4332
11391371,9.613,4168
11391702,17.158,3870
11393249,14.753,4071
11393569,25.619,4369
11394789,10.533,4295
11395206,0.621,3678
11402156,20.566,4310
11403355,24.588,3976
11403688,18.422,3679
11405197,32.283,3715
11407777,15.561,4225
11408748,11.865,3961
11408915,28.898,4235
11409732,19.151,4311
11410203,25.86,4249
11410415,28.012,3997
11411316,42.664,4309
11411584,21.936,3920
11411689,22.342,4194
11411768,38.5,3576
11411935,43.097,4355
11412096,19.602,3757
11412180,31.695,4170
11413094,35.097,3938
11413928,41.359,4323
11415766,19.564,3745
11415793,32.736,3901
11416385,24.281,3962
11441553,31.857,3421
11441555,32.032,4323
11441938,34.302,3950
11442047,29.179,3796
11443530,15.645,4330
11444914,14.62,3974
11445134,12.467,4355
11445163,17.017,4049
11446073,1.042,3933
11446140,47.41,3456
11446143,43.534,4303
11446254,19.741,4349
11446732,44.61,3431
11446965,35.267,3960
11447025,22.298,3858
11447028,23.389,4258
11447037,35.19,4161
11447326,39.696,4116
11447564,0.386,3374
11447799,36.99,4188
11448151,19.988,3800
11450068,18.609,3929
11450155,24.729,4131
11453562,41.97,4150
11455425,11.402,4180
11455680,11.082,4389
11456436,21.406,4055
11457072,23.32,3832
11457125,24.578,4401
11457546,33.435,3474
11459973,12.028,4371
11460517,14.644,4195
11462594,60.08,3314
11462884,17.129,3750
11464263,31.89,4088
11467290,42.598,3936
11468094,24.345,3371
11468233,12.284,4098
11468870,13.322,4155
11493497,46.407,3428
11494422,28.55,4163
11495260,14.128,3950
11495571,13.64,3304
11495838,25.181,4264
11498106,0.576,3649
11498173,15.306,3982
11499437,34.65,4203
11499548,17.012,3640
11502075,12.028,3921
11502677,24.712,4099
11506456,36.597,4113
11506841,37.588,4161
11507065,38.628,4231
11507133,20.117,4055
11507822,38.221,4299
11508481,16.705,4300
11509020,22.45,3481
11509272,45.373,4246
11512270,11.945,3539
11514135,40.678,3965
11514174,17.897,3858
11514607,38.211,3969
11515276,5.964,3623
11515314,24.078,4108
11516125,40.898,4384
11517805,58.279,3498
11517875,13.882,4226
11518775,32.978,3829
11520648,29.615,4215
11521274,18.624,3487
11521314,40.136,4158
11521443,18.448,4390
11547632,15.545,4059
11547920,22.722,3930
11547931,15.217,4217
11551186,31.346,3922
11551482,14.189,3877
11553806,24.331,3449
11554731,16.789,4047
11558422,20.182,4182
11558671,39.38,3420
11558721,62.277,3286
11559032,31.764,3978
11559304,20.125,3586
11559460,26.472,4196
11559579,29.268,4258
11559587,32.786,4358
11559618,25.051,4192
11559839,54.403,3334
11560326,14.522,3727
11563445,18.046,4258
11563886,35.592,4073
11564003,24.215,4355
11564319,24.738,3696
11564774,28.691,4313
11565688,20.675,4284
11566571,19.6,4264
11566690,39.227,4196
11568704,32.401,3757
11569124,20.013,4386
11570623,31.682,4368
11571586,22.87,4353
11572013,27.494,4300
11572264,18.21,4118
11572466,19.731,4349
11572526,22.886,4174
11597752,32.198,4294
11599929,24.967,4138
11599975,16.117,4052
11600772,20.482,4361
11601748,35.769,4077
11601794,19.034,3618
11602234,44.661,3981
11602340,12.774,4299
11602629,41.234,3341
11605209,21.067,3646
11606492,14.317,4188
11606920,16.343,4086
11610213,36.369,4087
11611474,18.67,3830
11612157,46.366,3235
11612409,17.98,3659
11617683,11.045,4295
11618198,21.308,3645
11621137,27.645,4225
11621219,32.228,3979
11622561,23.099,4323
11623002,38.512,3918
11623265,29.616,4002
11623648,14.984,4055
11650295,23.826,4188
11650425,39.289,4217
11651634,54.041,3506
11652051,41.756,3604
11652442,26.405,4293
11652567,16.288,4330
11653259,29.711,3545
11655859,40.505,3743
11656160,36.267,3980
11656354,41.766,4173
